route,system,system_label,tag,map_type,roi_folder,component_id,n_voxels,centroid_i,centroid_j,centroid_k,original_voxels_in_system_map,exclusive_voxels_after_overlap_removal,overlap_voxels_removed_before_assignment,source_nifti
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r012_ac_ahab,12,116,11.91,38.16,34.89,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r013_ac_ahab,13,20,41.15,8.35,35.9,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r014_ac_ahab,14,59,67.59,62.15,30.07,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r015_ac_ahab,15,33,40.79,32.42,28.18,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r016_ac_ahab,16,37,44.97,7.38,27.49,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r017_ac_ahab,17,200,35.81,16.51,23.15,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r018_ac_ahab,18,45,8.18,48.82,25.98,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r019_ac_ahab,19,131,61.82,23.1,21.99,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r020_ac_ahab,20,23,26.35,25.26,23.13,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r021_ac_ahab,21,63,14.89,57.11,17.37,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB,after_cluster,r022_ac_ahab,22,31,30.06,22.32,19.68,3110,3110,0,reappraisal_only_after_cluster_AHAB.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r001_con_ahab_pip,1,946,65.47,31.53,54.76,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r002_con_ahab_pip,2,761,13.99,31.17,55.76,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r003_con_ahab_pip,3,69,49.19,64.39,60.54,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r004_con_ahab_pip,4,407,55.48,74.39,52.22,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r005_con_ahab_pip,5,472,24.22,81.04,49.7,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r006_con_ahab_pip,6,59,15.19,37.27,36.69,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r007_con_ahab_pip,7,191,58.16,81.84,31.95,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r008_con_ahab_pip,8,62,68.92,31.44,35.19,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r009_con_ahab_pip,9,365,29.77,20.17,22.17,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r010_con_ahab_pip,10,300,55.39,19.56,21.11,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r011_con_ahab_pip,11,267,66.23,54.7,17.91,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,AHAB_PIP,consensus,r012_con_ahab_pip,12,132,13.95,56.71,17.24,4052,4052,0,reappraisal_only_consensus_AHAB_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r001_ac_pip,1,116,40.53,31.34,59.46,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r002_ac_pip,2,270,55.41,67.07,58.49,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r003_ac_pip,3,97,22.88,76.06,56.42,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r004_ac_pip,4,429,12.61,31.12,49.94,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r005_ac_pip,5,533,64.59,29.87,49.34,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r006_ac_pip,6,24,28.12,84.92,53.29,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r007_ac_pip,7,18,53.83,79.11,52.78,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r008_ac_pip,8,49,25.14,85.71,46.29,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r009_ac_pip,9,15,56.33,79.93,47.27,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r010_ac_pip,10,20,56.95,84.9,35.6,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r011_ac_pip,11,20,46.15,9.1,34.65,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r012_ac_pip,12,218,63.52,74.68,29.72,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r013_ac_pip,13,31,31.42,5.9,30.1,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r014_ac_pip,14,16,18,81.06,29.5,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r015_ac_pip,15,189,28.63,21.19,21.72,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r016_ac_pip,16,134,65.25,53.75,16.63,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r017_ac_pip,17,197,53.19,19.93,18.86,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r018_ac_pip,18,44,14.23,56.41,17.41,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r019_ac_pip,19,28,59.18,59.5,13.82,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,reappraisal_only,重评专属系统,PIP,after_cluster,r020_ac_pip,20,16,57.94,29.25,12.38,2464,2464,0,reappraisal_only_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r001_ac_ahab,1,16872,46.74,69.22,52.47,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r002_ac_ahab,2,1903,62.17,28.53,51.93,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r003_ac_ahab,3,256,17.48,32.76,62.3,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r004_ac_ahab,4,527,42.61,28.32,55.28,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r005_ac_ahab,5,175,40.55,50.76,52.79,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r006_ac_ahab,6,307,14.93,29.73,49.99,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r007_ac_ahab,7,44,40.5,35.32,47.16,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r008_ac_ahab,8,1869,16.42,70.27,33.71,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r009_ac_ahab,9,689,32.58,60.2,38.85,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r010_ac_ahab,10,905,46.35,57.8,39.57,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r011_ac_ahab,11,21,31.86,51.57,38.76,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r012_ac_ahab,12,19,43.16,7.89,37.32,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r013_ac_ahab,13,35,41.03,42,36.66,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r014_ac_ahab,14,48,10.44,34.75,35.81,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r015_ac_ahab,15,208,39.99,45.12,25.58,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r016_ac_ahab,16,523,59.77,25.35,23.77,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r017_ac_ahab,17,20,50.6,80.2,26.5,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r018_ac_ahab,18,129,37.68,19.19,24.31,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r019_ac_ahab,19,146,20.51,25.77,22.82,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB,after_cluster,r020_ac_ahab,20,152,15.38,61.86,19.53,24848,24848,0,common_appraisal_after_cluster_AHAB.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r001_con_ahab_pip,1,12704,43.71,66.95,56.47,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r002_con_ahab_pip,2,465,18.53,30.13,62.28,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r003_con_ahab_pip,3,1118,58.84,27.49,59.58,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r004_con_ahab_pip,4,707,40.5,25.85,56.66,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r005_con_ahab_pip,5,334,15.51,29.22,48.06,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r006_con_ahab_pip,6,122,31.98,87.06,46.52,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r007_con_ahab_pip,7,272,57.04,83.11,41.91,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r008_con_ahab_pip,8,367,65.86,27.6,42.26,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r009_con_ahab_pip,9,1397,16.58,67.75,34.23,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r010_con_ahab_pip,10,30,10.83,33.07,36.1,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r011_con_ahab_pip,11,568,57.14,25.21,22.44,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r012_con_ahab_pip,12,146,35.21,20.22,23.46,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,AHAB_PIP,consensus,r013_con_ahab_pip,13,23,45.26,18.13,23,18489,18253,236,common_appraisal_consensus_AHAB_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r001_ac_pip,1,2421,47.9,67.6,59.86,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r002_ac_pip,2,924,18.44,65.21,58.19,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r003_ac_pip,3,163,18.28,29.33,61.4,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r004_ac_pip,4,312,59.66,27.84,59.67,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r005_ac_pip,5,395,38.79,25.15,57.83,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r006_ac_pip,6,261,14.44,28.43,43.13,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r007_ac_pip,7,16,31.75,87,46.62,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r008_ac_pip,8,64,56.34,82.22,41.25,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r009_ac_pip,9,91,64.6,26.51,41.92,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r010_ac_pip,10,294,16.13,67.45,34.58,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r011_ac_pip,11,332,60.9,66.26,34.57,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r012_ac_pip,12,89,48.27,8.31,32.44,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r013_ac_pip,13,34,29.44,7.5,33.82,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r014_ac_pip,14,42,45.1,51.98,30.6,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r015_ac_pip,15,163,55.46,24.56,21.66,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,common_appraisal,共同评价系统,PIP,after_cluster,r016_ac_pip,16,39,35.46,20.13,23,5640,5640,0,common_appraisal_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r001_ac_ahab,1,21,36.1,22.81,75.14,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r002_ac_ahab,2,17843,36.25,55.68,40.33,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r003_ac_ahab,3,214,66.59,60.4,51.14,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r004_ac_ahab,4,21,43.05,59.57,60.71,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r005_ac_ahab,5,21,35.1,61.24,60.29,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r006_ac_ahab,6,41,28.63,71.44,58.34,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r007_ac_ahab,7,35,24.74,94.29,50.91,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r008_ac_ahab,8,91,39.53,58.11,50.68,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r009_ac_ahab,9,18,63.06,91.28,46.44,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r010_ac_ahab,10,23,17.3,36.3,43.65,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r011_ac_ahab,11,23,38.09,50.13,43.83,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r012_ac_ahab,12,16,39.81,67.38,43.56,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r013_ac_ahab,13,40,4.3,66.88,30.18,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r014_ac_ahab,14,140,72.89,56.7,23.46,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r015_ac_ahab,15,151,10.38,55.27,25.77,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r016_ac_ahab,16,35,45.11,23.29,23,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r017_ac_ahab,17,16,39.25,21.5,24,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r018_ac_ahab,18,62,70.66,69.84,17.74,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB,after_cluster,r019_ac_ahab,19,18,57.78,54,17.39,18829,18829,0,non_modifiable_emotion_after_cluster_AHAB.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r001_con_ahab_pip,1,1436,25.56,57.71,64.99,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r002_con_ahab_pip,2,857,50.16,57.79,65.05,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r003_con_ahab_pip,3,45,44.09,71.22,71.29,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r004_con_ahab_pip,4,2125,51.17,26.96,61.71,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r005_con_ahab_pip,5,2792,24.57,29.21,61.95,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r006_con_ahab_pip,6,18,36.44,75.33,68.39,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r007_con_ahab_pip,7,1172,65.79,70.62,45.91,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r008_con_ahab_pip,8,12294,30.9,60.62,32.43,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r009_con_ahab_pip,9,275,40.07,58.6,50.72,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r010_con_ahab_pip,10,354,37.41,86.98,47.27,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r011_con_ahab_pip,11,761,39.72,33.45,47.1,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r012_con_ahab_pip,12,91,43.91,79.35,47.86,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r013_con_ahab_pip,13,16,15.06,25.12,48,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r014_con_ahab_pip,14,28,37.86,67,44.79,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r015_con_ahab_pip,15,3255,60.58,20.4,30.69,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r016_con_ahab_pip,16,3094,18.95,20.8,29.59,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r017_con_ahab_pip,17,1908,46.35,81.33,23.81,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r018_con_ahab_pip,18,184,69.15,73.67,18.23,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r019_con_ahab_pip,19,148,11.7,74.26,15.4,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,AHAB_PIP,consensus,r020_con_ahab_pip,20,60,56.5,53.62,17.17,31835,30940,895,non_modifiable_emotion_consensus_AHAB_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r001_ac_pip,1,4573,31.71,60.36,35.84,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r002_ac_pip,2,239,52.49,57.83,65.75,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r003_ac_pip,3,2322,22.18,23.53,46.99,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r004_ac_pip,4,113,39.75,71.32,69.67,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r005_ac_pip,5,1271,49.64,29.48,57.11,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r006_ac_pip,6,707,39,70.28,50.98,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r007_ac_pip,7,962,62.61,70.43,43.52,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r008_ac_pip,8,16,22.25,92.5,49,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r009_ac_pip,9,1266,60.23,19,32.44,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r010_ac_pip,10,70,30.24,40.67,36.66,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
A,non_modifiable_emotion,不可调节情绪系统,PIP,after_cluster,r011_ac_pip,11,74,55.16,64.14,37.86,13290,13290,0,non_modifiable_emotion_after_cluster_PIP.nii.gz
